0.0000E+00 1.050000E+00 8.000000E+00
5.0000E-09 1.050000E+00 8.000000E+00
1.0000E-08 1.050000E+00 8.000000E+00
1.5000E-08 1.050000E+00 8.000000E+00
2.0000E-08 1.050000E+00 8.000000E+00
2.5000E-08 1.050000E+00 8.000000E+00
3.0000E-08 1.050000E+00 8.000000E+00
3.5000E-08 1.050000E+00 8.000000E+00
4.0000E-08 1.050000E+00 8.000000E+00
4.5000E-08 1.050000E+00 8.000000E+00
5.0000E-08 1.050000E+00 8.000000E+00
5.5000E-08 1.050000E+00 8.000000E+00
6.0000E-08 1.050000E+00 8.000000E+00
6.5000E-08 1.050000E+00 8.000000E+00
7.0000E-08 1.050000E+00 8.000000E+00
7.5000E-08 1.050000E+00 8.000000E+00
8.0000E-08 1.050000E+00 8.000000E+00
8.5000E-08 1.050000E+00 8.000000E+00
9.0000E-08 1.050000E+00 8.000000E+00
9.5000E-08 1.050000E+00 8.000000E+00
1.0000E-07 1.050000E+00 8.000000E+00
1.0500E-07 1.050000E+00 8.000000E+00
1.1000E-07 1.050000E+00 8.000000E+00
1.1500E-07 1.050000E+00 8.000000E+00
1.2000E-07 1.050000E+00 8.000000E+00
1.2500E-07 1.050000E+00 8.000000E+00
1.3000E-07 1.050000E+00 8.000000E+00
1.3500E-07 1.050000E+00 8.000000E+00
1.4000E-07 1.052759E+00 8.019608E+00
1.4500E-07 1.052759E+00 8.019608E+00
1.5000E-07 1.052759E+00 8.019608E+00
1.5500E-07 1.052759E+00 8.019608E+00
1.6000E-07 1.054027E+00 8.000000E+00
1.6500E-07 1.054027E+00 8.000000E+00
1.7000E-07 1.054027E+00 8.000000E+00
1.7500E-07 1.054027E+00 8.000000E+00
1.8000E-07 1.054027E+00 8.000000E+00
1.8500E-07 1.054027E+00 8.000000E+00
1.9000E-07 1.073069E+00 8.000000E+00
1.9500E-07 1.073069E+00 8.000000E+00
2.0000E-07 1.073069E+00 8.000000E+00
2.0500E-07 1.073069E+00 8.000000E+00
2.1000E-07 1.073069E+00 8.000000E+00
2.1500E-07 1.073069E+00 8.000000E+00
2.2000E-07 1.073069E+00 8.000000E+00
2.2500E-07 1.097741E+00 8.000161E+00
